序号,站点名称,所在设区市,所在县(市、区),流域,水系,水体,检测时间,水温(℃),pH,溶解氧(mg/L),浊度(NTU),电导率(uS/cm),高锰酸盐指数(mg/L),氨氮(mg/L),总磷(mg/L),总氮(mg/L)
4221,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-02 22,26.6,8.57,8.63,13.0,141.4,,,,
4222,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-02 23,26.6,8.48,8.29,11.5,141.4,,,,
4223,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 00,26.2,8.33,7.5,8.5,141.7,1.9,0.12,0.03,0.99
4224,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 01,26.1,8.01,7.07,10.2,143.9,,,,
4225,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 02,26.4,7.9,6.83,10.4,144.3,,,,
4226,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 03,26.4,7.8,6.43,9.2,144.6,,,,
4227,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 04,26.0,7.78,5.96,8.0,144.4,1.9,0.12,0.028,1.08
4228,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 05,25.8,7.87,6.9,15.8,147.1,,,,
4229,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 06,26.0,7.79,6.89,16.2,145.5,,,,
4230,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 07,26.1,8.15,7.99,16.1,141.3,,,,
4231,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 08,25.8,8.12,7.28,11.8,141.9,1.7,0.13,0.052,1.05
4232,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 09,25.9,7.94,7.1,13.3,142.3,,,,
4233,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 10,26.5,8.99,10.0,17.7,133.2,,,,
4234,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 11,26.9,9.42,11.85,18.5,129.8,,,,
4235,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 12,26.4,9.23,10.3,16.2,134.8,2.0,0.1,0.053,0.92
4236,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 13,26.2,8.77,8.43,18.3,140.0,,,,
4237,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 14,26.5,8.54,7.92,17.7,141.0,,,,
4238,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 15,26.5,8.67,8.53,21.0,138.6,,,,
4239,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 16,26.2,8.9,9.15,22.2,136.6,2.1,0.1,0.066,0.91
4240,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 17,26.4,9.18,10.51,25.0,132.9,,,,
4241,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 18,26.8,9.26,10.89,25.3,132.8,,,,
4242,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 19,26.6,8.95,9.5,40.1,134.1,,,,
4243,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 20,26.2,8.83,8.75,30.5,134.8,1.9,0.08,0.082,0.85
4244,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 21,26.1,8.77,8.67,32.8,134.7,,,,
4245,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 22,26.8,9.46,12.03,40.5,128.2,,,,
4246,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-03 23,26.9,9.5,11.99,43.1,129.0,,,,
4247,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 00,26.4,9.39,11.56,54.0,130.9,2.2,0.08,0.128,0.69
4248,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 01,26.3,9.31,11.18,69.0,130.9,,,,
4249,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 02,26.6,9.33,11.32,67.9,130.2,,,,
4250,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 03,26.6,9.37,11.31,60.1,129.9,,,,
4251,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 04,26.3,9.3,10.85,43.4,130.9,2.3,0.08,0.133,1.4
4252,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 05,26.3,9.33,10.87,39.8,130.6,,,,
4253,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 06,26.6,9.37,11.01,36.1,129.9,,,,
4254,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 07,26.7,9.48,11.44,27.7,129.2,,,,
4255,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 08,26.5,9.46,11.22,23.7,130.2,2.4,0.08,0.094,0.75
4256,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 09,26.4,9.32,10.68,32.2,131.1,,,,
4257,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 10,26.2,9.02,9.72,43.2,133.8,,,,
4258,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 11,26.1,8.87,9.42,48.9,134.5,,,,
4259,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 12,25.7,8.9,9.68,45.6,133.8,2.4,0.09,0.13,0.8
4260,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 13,25.7,8.61,8.63,40.1,137.7,,,,
4261,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 14,26.0,8.34,7.8,32.1,140.5,,,,
4262,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 15,26.0,8.4,8.05,30.1,139.1,,,,
4263,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 16,25.8,8.58,8.02,21.9,137.9,2.4,0.11,0.086,0.79
4264,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 17,25.8,8.97,9.7,23.6,133.8,,,,
4265,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 18,26.2,9.24,10.94,23.0,131.1,,,,
4266,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 19,26.2,9.3,11.11,21.7,131.5,,,,
4267,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 20,26.1,9.39,11.34,17.7,131.3,2.1,0.11,0.06,0.85
4268,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 21,26.1,9.39,11.34,19.9,131.0,,,,
4269,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 22,26.2,9.41,11.36,18.6,130.4,,,,
4270,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-04 23,26.2,9.4,11.21,18.4,130.8,,,,
4271,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 00,26.2,9.41,11.03,16.6,130.6,2.4,0.13,0.054,0.8
4272,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 01,26.0,9.34,10.64,17.3,131.2,,,,
4273,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 02,25.9,8.85,8.92,32.1,135.6,,,,
4274,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 03,25.8,8.42,7.82,32.2,139.2,,,,
4275,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 04,25.4,8.15,7.02,29.7,139.7,2.3,0.13,0.096,0.91
4276,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 05,25.3,8.34,8.14,37.0,137.3,,,,
4277,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 06,25.7,8.74,9.38,39.6,133.0,,,,
4278,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 07,25.8,8.92,9.9,36.7,131.3,,,,
4279,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 08,25.8,9.09,10.0,25.0,131.8,2.4,0.15,0.088,0.84
4280,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 09,25.7,8.92,9.3,23.3,133.8,,,,
4281,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 10,26.2,8.84,8.98,22.4,134.0,,,,
4282,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 11,26.1,8.73,8.64,21.3,134.2,,,,
4283,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 12,25.9,8.69,8.33,16.2,136.2,2.1,0.14,0.064,0.8
4284,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 13,25.9,8.7,8.66,17.8,136.0,,,,
4285,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 14,26.2,8.76,9.05,18.4,135.6,,,,
4286,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 15,26.2,8.72,8.9,18.4,135.9,,,,
4287,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 16,25.8,8.53,8.02,17.7,137.6,2.1,0.16,0.058,0.89
4288,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 17,25.7,8.24,7.69,21.3,139.2,,,,
4289,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 18,26.0,8.1,7.6,22.4,139.7,,,,
4290,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 19,26.0,8.26,7.93,20.0,138.4,,,,
4291,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 20,25.8,8.41,7.73,17.1,138.1,2.0,0.18,0.055,0.9
4292,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 21,25.7,8.33,7.86,18.4,138.5,,,,
4293,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 22,25.9,7.79,6.57,19.6,142.1,,,,
4294,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-05 23,25.9,7.66,6.16,19.3,142.9,,,,
4295,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 00,25.5,7.71,5.72,18.3,141.7,2.1,0.15,0.058,0.93
4296,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 01,25.8,9.03,10.51,19.7,130.3,,,,
4297,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 02,26.3,9.14,11.07,20.0,130.0,,,,
4298,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 03,26.1,8.99,10.54,27.6,132.0,,,,
4299,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 04,25.7,9.0,10.27,24.0,132.8,1.8,0.15,0.067,0.86
4300,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 05,25.6,8.84,9.96,29.1,133.7,,,,
4301,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 06,25.9,8.75,9.78,30.6,133.9,,,,
4302,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 07,25.9,8.65,9.77,32.1,134.1,,,,
4303,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 08,25.5,8.77,9.55,23.3,132.9,2.1,0.1,0.075,0.86
4304,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 09,25.6,8.63,9.11,22.2,133.9,,,,
4305,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 10,26.0,8.57,9.14,22.7,134.1,,,,
4306,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 11,25.9,8.41,8.81,22.8,135.2,,,,
4307,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 12,25.5,8.28,8.15,20.1,136.5,2.0,0.09,0.066,0.9
4308,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 13,25.6,8.3,8.47,21.7,136.3,,,,
4309,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 14,26.0,8.2,8.26,19.8,136.3,,,,
4310,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 15,26.0,8.09,7.93,19.1,136.2,,,,
4311,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 16,25.6,7.94,7.1,15.4,137.3,1.8,0.09,0.053,1.05
4312,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 17,25.6,8.12,8.18,22.3,136.9,,,,
4313,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 18,25.9,8.0,7.89,21.8,137.7,,,,
4314,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 19,26.0,8.21,8.22,18.4,135.9,,,,
4315,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 20,25.5,8.13,7.85,18.5,136.7,1.9,0.11,0.062,0.94
4316,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 21,25.4,8.05,8.08,22.0,136.7,,,,
4317,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 22,25.9,8.16,8.51,23.6,134.6,,,,
4318,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-06 23,26.0,8.28,8.78,25.5,133.4,,,,
4319,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 00,25.3,8.18,8.39,25.7,135.3,1.8,0.12,0.07,0.92
4320,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 01,25.4,8.05,8.3,30.0,136.0,,,,
4321,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 02,25.8,7.87,7.82,26.3,136.6,,,,
4322,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 03,25.9,7.77,7.51,24.8,136.5,,,,
4323,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 04,25.3,7.65,6.5,16.9,138.0,1.7,0.12,0.057,0.98
4324,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 05,25.3,7.55,6.55,18.5,138.5,,,,
4325,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 06,25.8,7.54,6.64,17.3,138.0,,,,
4326,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 07,25.8,7.52,6.9,26.4,139.4,,,,
4327,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 08,25.0,7.59,6.92,23.5,138.8,1.8,0.12,0.088,1.02
4328,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 09,25.1,7.64,7.52,25.6,137.6,,,,
4329,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 10,25.8,7.7,7.65,23.9,136.8,,,,
4330,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 11,26.0,7.71,7.55,22.4,136.7,,,,
4331,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 12,25.5,7.61,6.68,19.8,138.5,1.9,0.13,0.071,0.97
4332,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 13,25.4,7.54,6.69,22.7,139.0,,,,
4333,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 14,25.9,7.52,7.02,25.7,138.6,,,,
4334,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 15,26.0,7.47,6.92,26.7,138.9,,,,
4335,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 16,24.9,7.42,6.45,23.2,140.1,1.8,0.12,0.081,1.02
4336,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 17,25.0,7.45,6.99,25.9,139.7,,,,
4337,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 18,25.5,7.41,6.97,42.6,140.2,,,,
4338,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 19,25.6,7.38,6.4,32.6,140.1,,,,
4339,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 20,24.8,7.36,5.69,24.5,140.6,2.0,0.11,0.084,1.09
4340,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 21,24.9,7.33,6.23,29.4,140.6,,,,
4341,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 22,25.9,7.64,7.84,26.0,136.0,,,,
4342,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-07 23,26.0,7.61,7.72,24.8,136.5,,,,
4343,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 00,25.2,7.58,7.16,19.9,137.1,1.8,0.11,0.075,1.05
4344,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 01,25.2,7.54,7.45,25.6,137.3,,,,
4345,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 02,25.8,7.49,7.26,23.6,137.0,,,,
4346,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 03,25.7,7.47,7.05,21.6,136.9,,,,
4347,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 04,25.1,7.45,6.34,15.9,137.5,1.7,0.11,0.059,1.06
4348,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 05,25.1,7.41,6.51,17.9,137.4,,,,
4349,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 06,25.6,7.38,6.54,17.1,137.1,,,,
4350,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 08,25.1,7.31,5.26,12.1,137.7,1.6,0.08,0.056,1.16
4351,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 09,25.2,7.3,5.69,14.0,137.7,,,,
4352,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 10,25.8,7.27,5.66,13.5,137.4,,,,
4353,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 11,25.8,7.27,5.51,17.2,137.6,,,,
4354,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 12,25.2,7.25,4.77,11.3,138.0,1.9,0.17,0.058,1.11
4355,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 13,25.3,7.22,5.01,12.0,138.0,,,,
4356,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 14,25.6,7.23,5.12,17.7,137.8,,,,
4357,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 15,25.9,7.2,4.83,18.1,137.8,,,,
4358,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 16,25.1,7.2,4.18,15.6,138.5,,,,
4359,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 17,25.2,7.19,4.63,17.4,138.2,,,,
4360,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 18,25.8,7.18,4.5,17.0,138.1,,,,
4361,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 19,25.8,7.17,4.35,18.2,138.4,,,,
4362,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 20,25.1,7.15,3.36,15.0,139.2,1.5,0.08,0.064,1.23
4363,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 21,25.1,7.14,3.98,18.0,139.2,,,,
4364,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 22,25.6,7.14,4.09,18.4,138.9,,,,
4365,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-08 23,25.6,7.13,3.82,18.9,139.1,,,,
4366,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 00,25.1,7.12,2.89,14.7,139.7,1.8,0.09,0.07,1.22
4367,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 01,25.1,7.11,3.52,16.7,139.8,,,,
4368,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 02,25.5,7.11,3.66,17.0,139.7,,,,
4369,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 03,25.5,7.11,3.63,17.3,139.9,,,,
4370,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 04,25.0,7.09,2.43,14.0,140.4,1.9,0.19,0.07,1.23
4371,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 05,25.0,7.1,3.27,16.2,140.5,,,,
4372,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 06,25.4,7.1,3.39,16.2,140.6,,,,
4373,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 07,25.5,7.1,3.32,16.6,140.6,,,,
4374,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 08,25.0,7.08,2.16,13.9,141.2,1.8,0.09,0.079,1.28
4375,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 09,25.1,7.08,3.07,15.4,141.0,,,,
4376,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 10,25.6,7.09,3.25,15.4,141.0,,,,
4377,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 11,25.0,7.09,2.8,14.5,141.6,,,,
4378,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 12,25.0,7.08,2.1,13.5,141.8,1.5,0.17,0.072,1.28
4379,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 13,25.3,7.08,2.9,15.1,141.6,,,,
4380,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 14,26.0,7.09,3.09,14.6,141.0,,,,
4381,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 15,26.0,7.09,2.92,15.6,141.5,,,,
4382,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 16,25.3,7.08,1.9,13.5,142.2,1.9,0.11,0.073,1.24
4383,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 17,25.4,7.08,2.77,14.7,142.0,,,,
4384,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 18,25.8,7.08,3.0,15.5,142.3,,,,
4385,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 19,25.9,7.09,3.1,14.1,142.3,,,,
4386,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 20,25.2,7.07,1.9,13.0,143.1,2.0,0.17,0.079,1.23
4387,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 21,25.2,7.07,2.62,14.9,143.1,,,,
4388,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 22,25.7,7.09,3.06,14.7,142.9,,,,
4389,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-09 23,25.7,7.09,3.02,14.5,142.9,,,,
4390,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 00,25.1,7.07,2.655433755525203,13.3,143.7,1.8,0.17,0.076,1.18
4391,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 01,25.1,7.07,2.5,14.6,143.5,,,,
4392,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 02,25.6,7.08,2.89,14.5,143.3,,,,
4393,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 03,25.6,7.08,2.81,13.7,143.5,,,,
4394,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 04,25.0,7.07,2.430425601535674,13.2,144.0,1.7,0.25,0.08,1.3
4395,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 05,25.0,7.07,2.41,13.6,143.8,,,,
4396,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 06,25.4,7.08,3.05,14.9,143.7,,,,
4397,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 07,25.4,7.08,2.77,13.6,144.0,,,,
4398,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 08,25.0,7.07,2.560082703555168,13.0,144.3,1.6,0.09,0.081,1.36
4399,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 09,25.1,7.07,2.54,13.1,144.0,,,,
4400,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 10,25.5,7.08,2.67,13.7,143.7,,,,
4401,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 11,25.5,7.08,3.11,15.3,143.1,,,,
4402,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 12,25.1,7.06,2.881214209216985,11.9,143.7,1.6,0.07,0.083,1.29
4403,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 13,25.1,7.07,2.56,12.7,143.4,,,,
4404,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 14,25.4,7.08,2.88,13.2,143.2,,,,
4405,闸口(国),杭州市,西湖区,浙闽片河流,钱塘江,钱塘江,2020-07-10 15,25.5,7.09,3.36,14.9,143.7,,,,
